current_path,status,project,subfolder,proposed_target,size_bytes,mtime
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Peakhill Commitment Letter 6408 106 St (1).pdf,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/Peakhill Commitment Letter 6408 106 St (1).pdf,465100,1765316847
"/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/BTY Group Proposal - Sunrize Investments, Allendale Apartments, Edmonton, AB (1).pdf",unique,Allendale,,"/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/BTY Group Proposal - Sunrize Investments, Allendale Apartments, Edmonton, AB (1).pdf",1996138,1774289322
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/6408 106 St Allendale - 003.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/6408 106 St Allendale - 003.pdf,416008,1771985145
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Property Tax.pdf,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/Property Tax.pdf,26443,1764743526
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/15014 5-Unit Complex 6408 106 St Allendale DRAFT.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/15014 5-Unit Complex 6408 106 St Allendale DRAFT.pdf,4811156,1772918922
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Emanation Investments Inc. (2024-10-10 - Quote) Allendale 6408 Insurance.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Emanation Investments Inc. (2024-10-10 - Quote) Allendale 6408 Insurance.pdf,1906643,1764743517
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/CMLS Invoice - COI Placement Fee.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Invoice - COI Placement Fee.pdf,487429,1765316859
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale- Good faith Deposit COI-CMLS Deposit .pdf,unique,Allendale,Marketing & OM,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Marketing & OM/Allendale- Good faith Deposit COI-CMLS Deposit .pdf,5160684,1764744488
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale_Comparison_Comps_UPDATED.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Comparison_Comps_UPDATED.xlsx,8712,1772558720
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale expense insurance.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale expense insurance.pdf,177070,1764721634
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale Invoice_13935_from_ProtechGeo__Material_Testing_Ltd FINAL.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale Invoice_13935_from_ProtechGeo__Material_Testing_Ltd FINAL.pdf,31453,1764721904
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale Abatement Payment .png,unique,Allendale,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Photos/Allendale Abatement Payment .png,98967,1764744383
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale_QS_cost_log.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_QS_cost_log.xlsx,15933,1764831547
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale Appraisal invoice_93826.pdf,unique,Allendale,Reports,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Reports/Allendale Appraisal invoice_93826.pdf,2859713,1764744865
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale_Master_Cost_Summary.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Master_Cost_Summary.xlsx,14463,1773074377
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale_Equity_Model_UPDATED_348k.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Equity_Model_UPDATED_348k.xlsx,6202,1772821824
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/6408 Allendale - Front Left View.jpg,unique,Allendale,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Photos/6408 Allendale - Front Left View.jpg,283004,1774228852
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/commitmentletter6408106st 3/Peakhill Wire EFT Instructions.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Peakhill Wire EFT Instructions.pdf,116751,1765231810
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/commitmentletter6408106st 3/CMLS Broker Disclosure Form.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Broker Disclosure Form.pdf,121067,1765231810
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/commitmentletter6408106st 3/CMLS Invoice - COI Placement Fee.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Invoice - COI Placement Fee.pdf,487429,1765231810
/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/commitmentletter6408106st 3/Peakhill Commitment Letter 6408 106 St.pdf,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/Peakhill Commitment Letter 6408 106 St.pdf,465100,1765231810
/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Invoice 13799RP (1).pdf,primary,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/Invoice 13799RP (1).pdf,135642,1774290618
"/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Mayfield Cost-To-Date (15981 110B Ave,).xlsx",unique,Mayfield,,"/Users/sunniyaremchuk/RealEstate_Organized/Mayfield/_NeedsReview/Mayfield Cost-To-Date (15981 110B Ave,).xlsx",6742,1771985016
/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/WhatsApp Image 2025-10-24 at 12.50.41.jpeg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/WhatsApp Image 2025-10-24 at 12.50.41.jpeg,151844,1767746536
/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Property Tax 2025 15981-110B Avenue Edmonton.pdf,unique,15981 110B Ave,Financials,/Users/sunniyaremchuk/RealEstate_Organized/15981 110B Ave/Financials/Property Tax 2025 15981-110B Avenue Edmonton.pdf,848013,1766469250
"/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/13799, Sundia Inc, 15981 110B Avenue, Mayfield 9-Unit Multi-Family Complex.pdf",unique,Mayfield,,"/Users/sunniyaremchuk/RealEstate_Organized/Mayfield/_NeedsReview/13799, Sundia Inc, 15981 110B Avenue, Mayfield 9-Unit Multi-Family Complex.pdf",6404729,1765514581
/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Mayfield 110.png,unique,Mayfield 110,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Mayfield 110/Photos/Mayfield 110.png,2557302,1774235621
/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Invoice 13799RP.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Invoice 13799RP.pdf,135642,1774290584
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st/Peakhill Wire EFT Instructions.pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Peakhill Wire EFT Instructions.pdf,116751,1765231810
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st/CMLS Broker Disclosure Form.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Broker Disclosure Form.pdf,121067,1765231810
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st/CMLS Invoice - COI Placement Fee.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Invoice - COI Placement Fee.pdf,487429,1765231810
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st/Peakhill Commitment Letter 6408 106 St.pdf,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/Peakhill Commitment Letter 6408 106 St.pdf,465100,1765231810
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4792.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4792.HEIC,1401618,1716586367
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4784.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4784.HEIC,963636,1716585055
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4710.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4710.HEIC,859662,1716559123
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4706.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4706.HEIC,1058686,1716558850
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4788.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4788.HEIC,894434,1716585913
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4789.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4789.HEIC,943159,1716586134
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4707.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4707.HEIC,963746,1716558931
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4711.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4711.HEIC,863284,1716559227
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4785.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4785.HEIC,1674723,1716585296
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4777.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4777.HEIC,925936,1716583743
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4917.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4917.HEIC,847694,1716649830
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4782.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4782.HEIC,867308,1716584745
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4716.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4716.HEIC,890946,1716559722
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4700.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4700.HEIC,1186094,1716558254
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4701.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4701.HEIC,1204578,1716558358
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4717.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4717.HEIC,889450,1716559742
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4783.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4783.HEIC,1392005,1716584953
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4776.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4776.HEIC,1442408,1716583513
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4718.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4718.HEIC,904970,1716559747
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4775.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4775.HEIC,983965,1716583492
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4702.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4702.HEIC,1346588,1716558495
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4714.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4714.HEIC,1455334,1716559550
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4780.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4780.HEIC,1378935,1716584506
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4779.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4779.HEIC,972749,1716584271
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4778.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4778.HEIC,920004,1716583873
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4781.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4781.HEIC,1011646,1716584644
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4715.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4715.HEIC,927841,1716559585
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4703.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4703.HEIC,1407828,1716558698
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4774.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4774.HEIC,1043905,1716583382
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4719.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4719.HEIC,1027912,1716559809
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4704.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4704.HEIC,983597,1716558820
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4712.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4712.HEIC,908018,1716559306
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4786.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4786.HEIC,963641,1716585699
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4790.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4790.HEIC,1577240,1716586283
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4708.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4708.HEIC,1402426,1716559036
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4773.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4773.HEIC,951407,1716583017
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4709.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4709.HEIC,896498,1716559104
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4791.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4791.HEIC,911449,1716586337
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4787.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4787.HEIC,1632551,1716585714
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4713.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4713.HEIC,1537910,1716559480
/Users/sunniyaremchuk/Downloads/Conference Photos-Review w Claude & Delete /IMG_4705.HEIC,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_4705.HEIC,1243544,1716558849
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Minnesota (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Minnesota (After 2014).xlsx,1186128,1715792548
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Wisconsin (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Wisconsin (After 2014).xlsx,1199693,1715951152
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Rhode Island (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Rhode Island (After 2014).xlsx,510296,1715883868
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  New Mexico (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  New Mexico (After 2014).xlsx,576305,1715871530
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  North Carolina (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  North Carolina (After 2014).xlsx,1400585,1715873006
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Kansas (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Kansas (After 2014).xlsx,683007,1715712194
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Indiana (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Indiana (After 2014).xlsx,1118841,1715710382
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Oregon (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Oregon (After 2014).xlsx,1399923,1776880994
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Florida (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Florida (After 2014).xlsx,1653403,1715620011
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Michigan (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Michigan (After 2014).xlsx,1210114,1715792015
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Virginia (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Virginia (After 2014).xlsx,1218450,1715892378
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Alaska (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Alaska (After 2014).xlsx,249966,1715616235
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Maine (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Maine (After 2014).xlsx,457912,1715716028
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Utah (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Utah (After 2014).xlsx,906073,1715886893
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  West Virginia (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  West Virginia (After 2014).xlsx,361099,1715951338
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Idaho (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Idaho (After 2014).xlsx,718717,1715702333
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Ohio (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Ohio (After 2014).xlsx,1366708,1715874019
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Hawaii (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Hawaii (After 2014).xlsx,540583,1715701165
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  North Dakota (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  North Dakota (After 2014).xlsx,343178,1715873496
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Louisiana (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Louisiana (After 2014).xlsx,759833,1715715969
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Mississippi (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Mississippi (After 2014).xlsx,536569,1715792665
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Wyoming (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Wyoming (After 2014).xlsx,217776,1715951555
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  New Hampshire (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  New Hampshire (After 2014).xlsx,527420,1715797481
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ California (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ California (After 2014).xlsx,1953121,1777339912
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Nevada (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Nevada (After 2014).xlsx,1088153,1715797313
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Texas (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Texas (After 2014).xlsx,1589892,1715885615
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Tennessee (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Tennessee (After 2014).xlsx,1324322,1715885101
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Washington (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Washington (After 2014).xlsx,1277499,1715892436
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  South Dakota (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  South Dakota (After 2014).xlsx,216861,1715884443
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Connecticut (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Connecticut (After 2014).xlsx,790503,1715619392
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Oklahoma (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Oklahoma (After 2014).xlsx,1004691,1715874524
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Iowa (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Iowa (After 2014).xlsx,752114,1715712123
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Colorado (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Colorado (After 2014).xlsx,1362886,1715619024
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Kentucky (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Kentucky (After 2014).xlsx,853057,1715713248
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Missouri (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Missouri (After 2014).xlsx,1063402,1715793628
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Alabama (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Alabama (After 2014).xlsx,956270,1715614678
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_ Arizona (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_ Arizona (After 2014).xlsx,1330467,1715616689
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Illinois (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Illinois (After 2014).xlsx,1362023,1715702392
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Vermont (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Vermont (After 2014).xlsx,203770,1715889860
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  New York (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  New York (After 2014).xlsx,1638284,1777996056
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Nebraska (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Nebraska (After 2014).xlsx,691839,1715797014
/Users/sunniyaremchuk/Downloads/Co Star Data - US/California Buyer Leads .xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/California Buyer Leads .xlsx,26901,1777051010
/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  Massachusetts (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  Massachusetts (After 2014).xlsx,1189873,1715791237
