record_type,name,email,phones,company,roles,asset_classes,strategies,markets,notes,sources
company_phone,,,(905) 264-0403,"Tassone, Bruno",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 264-0403,"Tassone, Frank",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 720-9586,Tavana Mortgages & Loans Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 252-8000,Tayco,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TAYLOR FARRIS,,(416) 777-2200,COLLIERS,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 622-6202,Taylor Group Properties,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TAYLOR JONES,,(416) 698-2090,REAL ESTATE HOMEWARD,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,TAYLOR KIM MEREDITH,,(416) 698-2090,REAL ESTATE HOMEWARD,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(905) 662-4925,Taylor Steel,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(855) 458-4663,"Taylor, Mark",Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 840-2648,TBM Micro Systems,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 804-0256,TBN Transport,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 761-9330,TCS Construction,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TEA HAXHILLARI,,(647) 296-1557,RE/MAX WEST REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(905) 820-6150,Techspan Industries Inc.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 403-9758,Ted Crysler Professional Corporation,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TED MERRY,,(416) 698-2090,REAL ESTATE HOMEWARD,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,TED TINMOUTH,,(416) 788-7181,OULAHEN TEAM REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 253-9561,"Teichman, Henry",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 893-7409,"Tek, Holida",Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 335-2530,Tempel,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 925-3462,Tenen Investments Ltd.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 637-1700,TEO MARIN,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 903-8593,Teresa Crocifissa Andaloro,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 385-1697,Teresa Kerepcich,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 222-9345,Terracap,Property owner,,,Toronto,,Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 721-8080,Terry Ward Ruch and Ruth Ruch,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 519-6187,"Tersigni, Maria",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 296-3768,Teuta Haxhillari,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(289) 837-1323,Thamer Almutlaq,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,THANH BA NGUYEN,,(416) 839-3180,RE/MAX HALLMARK REALTY LTD.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 363-6021,The Anglican Diocese of Toronto,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 270-2522,The B.C. Muslim Association,Property owner; Seller,Land,,Toronto; USA,,Co-Star_ BC (After 2014).xlsx | Land Sellers Alberta_ Co-Star.xlsx
company_phone,,,(905) 328-1646,The Brown Homestead,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 624-9393,The Calder Group,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 874-2000,The Corporation of The City of Brampton,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 759-4150,The Corporation of the City of Brantford,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(613) 546-0000,The Corporation of the City of Kingston,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 615-4311,The Corporation of the City of Mississauga,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 896-5511,The Corporation of The City of Mississauga,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 818-7472,The Corporation of the County of Simcoe,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 845-6601,The Corporation of the Town of Oakville,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 851-8898,The D Drops Company Pharmaceutica Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 515-1400,The Dawsco Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 248-6206,The Downing Street Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 863-7695,The Enns Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(877) 356-9726,The Flowr Group Inc.,Property owner,,,Toronto; USA,,Co-Star_ BC (After 2014).xlsx
company_phone,,,(905) 240-7300,The Foley Group Realty,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(289) 240-3063,The Grand Vista,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 850-8060,The Health and Beauty Distributor Inc.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(613) 484-4766,The Heminsley,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 890-2436,The J. Rabba Company Limited,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 769-0830,The Learning Enrichment Founda,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 760-1502,The Legal Link Corp,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 599-7500,The Lora Bay Corporation,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 418-1246,"The Mansions of King, Inc.",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 782-5832,The Mund Real Estate Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 767-7846,The Neighbourhood Land Trust,Property owner,Land,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(289) 440-2787,The Other Bird,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 536-0905,The Other End,Property owner; Seller,Land,,Toronto; USA,,Co-Star_ BC (After 2014).xlsx | Land Sellers Alberta_ Co-Star.xlsx
company_phone,,,(416) 441-1111,The Presbyterian Church in Canada,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 568-2956,The Property Group Inc.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 575-4757,The Regional Municipality of Waterloo,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 895-1231,The Regional Municipality of York,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 873-1887,The Roman Catholic Episcopal Corp of Hamilton,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 987-9600,The Roman Group of Companies Ltd.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 459-4718,The Snell Family,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 726-7600,The Stronach Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 940-5772,The Taylor Group,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 949-8111,The Water Tower Inn BW Premier Collection,Property owner,Hotel,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 477-3105,The York Downs Golf & Country Club Limited,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 450-5999,Themistocles Tsinoglou,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 424-2535,Theodoros Rallis,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 315-8942,Theresa Carman Dimitrovski,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 483-6699,THMR Development Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 325-7518,Thomas Bristow,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 843-2052,Thomas Edward Dolson,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 833-2539,Thomas Geisser,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,Thomas J. Bathory,,(416) 232-9000,"RE/MAX Professionals Inc., Brokerage",Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(905) 297-1286,Thomas Michael Tuite,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,THOMAS R. MUHA,,(416) 878-1732,COLLIERS,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(519) 579-6011,Thomas Straus,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(888) 240-7687,"Thomas, Aquino",Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 267-9206,"Thompson, Greg",Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 823-2251,"Thompson, Peter Henry",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 240-0897,Thomson Terminals,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 361-2832,"Thor, Jen",Property owner; Seller,Land,,Toronto; USA,,Co-Star_ BC (After 2014).xlsx | Land Sellers Alberta_ Co-Star.xlsx
company_phone,,,(519) 896-9898,THS Industries,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 824-3139,"Thua Ho, Terry",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 537-7564,Thuy Thi Nguyen,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 731-4781,Tibor Fleischer,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 319-1835,Tibor Terecik,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 968-7070,Tikal's,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 688-9670,Tillsonburg Custom Foods,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 747-5877,Tim Breadner,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 464-6710,Tim McKillican,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TINA LI,,(416) 490-1177,HOMELIFE NEW WORLD REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 703-0516,Tishman Realty Corporation Limited,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 294-8270,TK Property Management,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 570-1511,TNS Inc.,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 385-8003,Tobis Investments Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 721-1771,Todd Golow,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 721-1931,Todd Guergis,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 624-1222,Todd Yule,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 431-4973,Toluca Enterprises,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TOM COLEMAN,,(416) 543-8099,CENTURY 21 PERCY FULTON LTD.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 221-4124,Tom Drivas,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 303-2674,Tom Katis,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TOM PAPUCKOSKI,,(647) 957-8936,CENTURY 21 PERCY FULTON LTD.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,TOM XIAO,,(416) 490-1177,HOMELIFE NEW WORLD REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(647) 746-3993,Tom Zheng,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 257-9232,"Tomazic, David",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(613) 822-1867,Tomlinson Group of Companies,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 321-8830,Tong Yong Stainless Steel Food Service Equipment,Property owner,,,Toronto,,Co-Star_ BC (After 2014).xlsx | export (16).xlsx
company_phone,,,(905) 624-9745,"Tonkovich, Michael",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 247-7471,Tony Gagliano,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 305-1600,Tony Ma,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TONY VO,,(416) 583-1660,PROPERTY.CA INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,TONY WA,,(416) 496-9220,ROYAL LEPAGE TERREQUITY REALTY,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(613) 226-6353,Tony Wark,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 255-9631,Tony's Flooring Centre,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 251-0744,Torcor Management,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 469-6733,Torgon Industries Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TORI NGUYEN,,(416) 443-0300,ROYAL LEPAGE SIGNATURE REALTY,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(905) 477-6672,Torno Construction Ltd,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 738-5220,Toro Aluminum,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 665-7864,Toro Aluminum,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 667-5511,Toromont Industries Ltd.,Property owner,,,Toronto,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(416) 222-8282,Toronto Catholic District School Board,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 636-2987,Toronto Cheder,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 981-4771,Toronto Community Housing Corporation,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 249-2477,Toronto Concrete & Drain Limited,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 397-3000,Toronto District School Board,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 542-8000,Toronto Hydro-Electric System Limited,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 886-7191,Toronto Inspection & Engineer,Property owner,,,Toronto; Vancouver,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 979-5000,Toronto Metropolitan University,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 366-6811,Toronto Region Board Of Trade,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 910-7722,Toronto Rentals,Property owner,,Rental,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 864-3440,Toronto Terminals Railway,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 771-5124,Toronto United Church Council,Property owner,,,Toronto; Vancouver,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 866-4491,"Torres, Michael",Property owner,,,Toronto,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(416) 869-4010,Torstar Corporation,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,TOSHI TERUOKA,,(416) 443-0300,ROYAL LEPAGE SIGNATURE REALTY,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(905) 477-2212,Town & Country BMW,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 895-5193,Town of Newmarket,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 941-0440,Town of Orangeville,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 771-8800,Town of Richmond Hill,Property owner,,,Toronto; Vancouver,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 429-3844,Town of Wasaga Beach,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 668-5803,Town of Whitby,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 481-2900,Towncorp Investments,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 733-8818,Townworks Capital,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 927-9034,TPC Toronto at Osprey Valley,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 695-0291,Tracy Dennis,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 650-7444,Trade-Mark Industrial,Property owner,Industrial,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 726-8272,"Traicus, William",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 721-5138,Trainers Choice,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 347-3366,"Tran, Danny",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 864-6443,Trans Expert,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 684-7222,"Transact Realty Inc., Brokerage",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 907-8101,Transam Carriers Inc.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 212-1290,Transforce Properties,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 693-0699,TransPro Freight Systems,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 357-7381,"Trapasso, Domenic",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 406-6107,"Tremamunno, Pat",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(613) 394-3317,Trenton Cold Storage,Property owner,,,Toronto; USA,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(613) 734-8440,Tricia Nalini Gopee,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 848-7100,Trillium Health Partners,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(705) 428-3240,Trillium Retirement Living,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 839-7000,Trindent Consulting,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 916-4666,Trinity Tech Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 265-9550,Tripar Property Management,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 843-9729,Triple G Trucking,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 915-9100,Triple Net Realty Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 679-1532,Triumph Express Logistics,Property owner,,,Toronto,,Co-Star_ BC (After 2014).xlsx | export (16).xlsx
company_phone,,,(416) 736-4461,True North Freight Solutions,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 707-1777,True North Imaging Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 497-9665,"Tsang, Jim",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 507-9991,TSI Glass & Mirror,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 676-0400,Tsubaki Of Canada Limited,Property owner,,,Toronto,,Co-Star_ Alberta (After 2014).xlsx
company_phone,TUOMAS MIKAEL TARVAINEN,,(416) 221-8838,EXPRESS REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 256-4394,TVM Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(855) 558-9333,Tweed - Canopy Growth Corporation,Property owner,,,Toronto; USA,,Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 475-0938,Twelve Oaks,Property owner,,,Toronto,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(519) 743-1466,Twin Cities Dry Storage Ltd,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(519) 885-4600,Twincorp,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(647) 812-7868,Two Sevens Capital Management Ltd.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 579-5529,Tzogas Enterprises Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 447-1415,UCCI Properties,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 814-8800,UCS Forest Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 882-9979,UD+D Incorporated,Property owner,,,Toronto; Vancouver,,Co-Star_ Ontario (After 2014).xlsx
company_phone,UDAY KHURANA,,(416) 491-2222,MKS REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 923-9967,Ugo Bizzarri,Property owner,,,Toronto; USA,,LINKEDIN- Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(416) 635-2882,UJA Federation of Greater Toronto,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 743-2455,Umberto Mauti,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 499-1633,Unexus Group,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 924-4111,"Ungerman, Howard",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 497-4110,Unifor,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 736-8068,Unique Store Fixtures Ltd,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 366-7275,Unit Park,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 462-1401,United Canadian Muslim Association,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 744-7833,United Imports Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 829-1500,United Lands Corporation,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 227-3311,United Motor Collision,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 364-5953,United Parcel Service Canada Ltd.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 629-4934,United Republic of Properties Ltd.,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 978-2011,University of Toronto,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 465-7000,Upper Broadview,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 546-1087,Urban Solutions Planning & Land Development,Property owner,Land,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 540-4280,Urbancore Developments Inc,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 703-1877,Urbanfund Corporation,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 642-3100,"URBANOWICZ, SARA",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,URSULA BARAN,,(905) 244-2027,CENTURY 21 INNOVATIVE REALTY INC.,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,URVI LAKHIA,,(647) 741-2346,HOMELIFE/MIRACLE REALTY LTD,Property owner,,,Toronto,,Toronto_1000.csv
company_phone,,,(416) 707-1933,Ushjo Enterprises,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(855) 428-2669,Ushpreet Kaur Mehta,Property owner,,,Toronto; USA,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(416) 696-5729,Vaios Petsis,Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(905) 896-3333,"Valani, Zahinoor",Property owner,,,Toronto,,Co-Star_ Ontario (After 2014).xlsx
